MSG,7,111,11111,000000,111111,2024/05/18,14:58:20.562,2024/05/18,14:58:20.580,,,,,,,,,,,,
MSG,7,111,11111,000000,111111,2024/05/18,14:59:19.611,2024/05/18,14:59:19.626,,,,,,,,,,,,
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:20.735,2024/05/18,14:59:20.731,,,,,,,,,,,,0
MSG,7,111,11111,151D98,111111,2024/05/18,14:59:34.805,2024/05/18,14:59:34.762,,14325,,,,,,,,,,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:34.894,2024/05/18,14:59:34.888,,,,,,,,,,,,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:35.114,2024/05/18,14:59:35.088,,,,,,,,,,,,0
MSG,5,111,11111,151D98,111111,2024/05/18,14:59:35.437,2024/05/18,14:59:35.415,,14350,,,,,,,0,,0,0
MSG,6,111,11111,151D98,111111,2024/05/18,14:59:35.438,2024/05/18,14:59:35.416,,,,,,,,2112,0,0,0,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:35.489,2024/05/18,14:59:35.480,,,,,,,,,,,,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:35.573,2024/05/18,14:59:35.547,,,,,,,,,,,,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:35.781,2024/05/18,14:59:35.745,,,,,,,,,,,,0
MSG,6,111,11111,151D98,111111,2024/05/18,14:59:35.813,2024/05/18,14:59:35.806,,,,,,,,2112,0,0,0,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:35.840,2024/05/18,14:59:35.812,,,,,,,,,,,,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:35.849,2024/05/18,14:59:35.814,,,,,,,,,,,,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:35.877,2024/05/18,14:59:35.871,,,,,,,,,,,,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:35.934,2024/05/18,14:59:35.936,,,,,,,,,,,,0
MSG,6,111,11111,151D98,111111,2024/05/18,14:59:36.041,2024/05/18,14:59:36.008,,,,,,,,2112,0,0,0,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:36.107,2024/05/18,14:59:36.073,,,,,,,,,,,,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:36.246,2024/05/18,14:59:36.205,,,,,,,,,,,,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:36.272,2024/05/18,14:59:36.265,,,,,,,,,,,,0
MSG,5,111,11111,151D98,111111,2024/05/18,14:59:36.792,2024/05/18,14:59:36.788,,14425,,,,,,,0,,0,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:45.218,2024/05/18,14:59:45.182,,,,,,,,,,,,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:45.299,2024/05/18,14:59:45.250,,,,,,,,,,,,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:45.409,2024/05/18,14:59:45.378,,,,,,,,,,,,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:45.429,2024/05/18,14:59:45.382,,,,,,,,,,,,0
MSG,5,111,11111,151D98,111111,2024/05/18,14:59:45.782,2024/05/18,14:59:45.769,,14750,,,,,,,0,,0,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:45.785,2024/05/18,14:59:45.770,,,,,,,,,,,,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:45.844,2024/05/18,14:59:45.834,,,,,,,,,,,,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:45.881,2024/05/18,14:59:45.840,,,,,,,,,,,,0
MSG,8,111,11111,151D98,111111,2024/05/18,14:59:45.953,2024/05/18,14:59:45.906,,,,,,,,,,,,0
MSG,6,111,11111,151D98,111111,2024/05/18,14:59:45.999,2024/05/18,14:59:45.969,,,,,,,,2112,0,0,0,0
